location,bedrooms,bath,size,price
"Shantinagar,Dhaka",3,3,1200,30
"BlockJ,Baridhara,Dhaka",4,4,3100,1.5
"BlockA,SatMasjidHousing,Mohammadpur,Dhaka",2,3,950,21
"BlockA,SatMasjidHousing,Mohammadpur,Dhaka",2,3,950,21
"BlockH,Banasree,Dhaka",4,4,1550,31
"Niketan,Dhaka",3,4,2075,45
"Khilkhet,Dhaka",2,2,750,12
"Sector13,Uttara,Dhaka",3,3,1450,25
"Banani,Dhaka",4,4,3245,1.1
"Banani,Dhaka",4,4,3245,1.1
"Banani,Dhaka",4,4,3245,1.1
"Banani,Dhaka",4,4,3245,1.1
"Baridhara,Dhaka",4,4,4000,2.5
"Monipuripara,Tejgaon,Dhaka",3,4,1600,45.5
"MohakhaliDOHS,Dhaka",3,4,2750,1.5
"RoadNo5,Sector10,Uttara,Dhaka",3,3,2150,35
"Sector4,Uttara,Dhaka",3,3,1500,50
"BlockD,Section12,Mirpur,Dhaka",3,2,950,13.5
"BlockG,BashundharaR-A,Dhaka",3,3,1600,25
"Gulshan1,Gulshan,Dhaka",3,3,2400,1.2
"Gulshan1,Gulshan,Dhaka",3,3,1800,65
"BlockA,RajukUttaraApartmentProject,Sector18,Uttara,Dhaka",3,3,1654,14
"Sector3,Uttara,Dhaka",3,3,1663,35
"Gulshan2,Gulshan,Dhaka",3,3,2200,90
"Shahbagh,Dhaka",1,1,600,17
"BashundharaR-A,Dhaka",4,4,1800,40
"Pirerbag,Mirpur,Dhaka",3,3,970,13
"Gulshan1,Gulshan,Dhaka",3,3,2100,60
"BlockB,AftabNagar,Dhaka",3,2,1200,20
"Avenue1,MirpurDOHS,Mirpur,Dhaka",2,3,1165,26
"WestShewrapara,Mirpur,Dhaka",3,3,1150,16
"Sector11,Uttara,Dhaka",2,2,900,21
"BaitulAmanHousingSociety,Adabor,Dhaka",3,3,1200,20
"UttarBadda,Badda,Dhaka",3,3,1765,20
"WestDhanmondiandShangkar,Dhanmondi,Dhaka",2,2,1000,40
"Dhanmondi,Dhaka",3,4,2140,65
"Baridhara,Dhaka",4,4,3200,2
"BashundharaR-A,Dhaka",4,4,1800,40
"Gulshan2,Gulshan,Dhaka",4,4,4200,2.5
"Baridhara,Dhaka",4,4,3200,2
"ShyamoliHousing,Shekhertek,Mohammadpur,Dhaka",3,3,1400,18
"Sector10,Uttara,Dhaka",3,4,1600,22
"BaitulAmanHousingSociety,Adabor,Dhaka",3,3,1200,20
"Taltola,Khilgaon,Dhaka",3,2,1000,20
"BlockF,BashundharaR-A,Dhaka",3,3,1735,32
"EastShewrapara,Mirpur,Dhaka",3,3,1300,22
"BlockD,MohanagarHousing,WestRampura,Rampura,Dhaka",3,3,1124,25
"BlockF,Section11,Mirpur,Dhaka",2,2,650,10
"Baridhara,Dhaka",4,4,4200,4
"BlockC,BashundharaR-A,Dhaka",6,4,8000,1.5
"Nikunja1,Nikunja,Dhaka",4,5,3000,85
"PCCultureHousing,Mohammadpur,Dhaka",2,2,800,14
"Tejgaon,Dhaka",3,2,950,23
"Banani,Dhaka",4,5,3000,70
"Section10,Mirpur,Dhaka",2,2,650,14
"WestShewrapara,Mirpur,Dhaka",1,1,550,12
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1100,17
"Dhanmondi,Dhaka",3,4,1600,37
"BaitulAmanHousingSociety,Adabor,Dhaka",3,3,1200,20
"BaitulAmanHousingSociety,Adabor,Dhaka",3,3,1200,20
"Mirpur,Dhaka",3,3,1350,20
"Mirpur,Dhaka",2,3,1000,13
"BaitulAmanHousingSociety,Adabor,Dhaka",3,3,1200,20
"Sector13,Uttara,Dhaka",2,2,800,15
"Gulshan1,Gulshan,Dhaka",4,4,2700,70
"Mohammadpur,Dhaka",2,2,750,25
"Sector7,Uttara,Dhaka",3,4,1830,35
"BaridharaDOHS,Dhaka",3,3,1350,70
"Tikatuli,Sutrapur,Dhaka",3,2,750,15
"Sector13,Uttara,Dhaka",2,2,850,17
"Banani,Dhaka",4,5,3000,1.2
"Gulshan2,Gulshan,Dhaka",4,4,2100,1.5
"Gulshan1,Gulshan,Dhaka",3,3,2700,1
"Sector3,Uttara,Dhaka",3,3,1500,26
"Rajabazar,Tejgaon,Dhaka",3,2,1050,26
"Khilgaon,Dhaka",3,3,1300,28.5
"Mohammadpur,Dhaka",2,2,750,14
"Rajabazar,Tejgaon,Dhaka",3,2,1050,26
"BlockC,BashundharaR-A,Dhaka",3,3,1700,30
"Mirpur,Dhaka",3,3,1350,20
"Motijheel,Dhaka",3,3,1300,25
"Sector10,Uttara,Dhaka",3,4,1800,40
"Sector3,Uttara,Dhaka",3,3,1550,30
"Sector1,Uttara,Dhaka",4,4,2600,50
"BlockH,BashundharaR-A,Dhaka",3,3,1500,26
"Sector14,Uttara,Dhaka",3,2,900,20
"BaitulAmanHousingSociety,Adabor,Dhaka",3,3,1200,20
"BaitulAmanHousingSociety,Adabor,Dhaka",3,3,1200,20
"Sector4,Uttara,Dhaka",3,3,1400,23
"BashundharaR-A,Dhaka",4,4,1800,40
"Sector3,Uttara,Dhaka",4,4,2200,40
"Mirpur,Dhaka",3,3,1300,20
"Gulshan2,Gulshan,Dhaka",3,3,2200,1
"Section12,Mirpur,Dhaka",3,3,1600,19
"BlockE,Banasree,Dhaka",3,2,1075,19.26
"Lalmatia,Dhaka",3,3,1580,35
"MiddlePirerbag,Pirerbag,Mirpur,Dhaka",3,3,1100,15
"BlockB,AftabNagar,Dhaka",2,1,850,16
"Shegunbagicha,Dhaka",3,3,1550,40
"BlockD,BashundharaR-A,Dhaka",3,3,1300,30
"BlockD,BashundharaR-A,Dhaka",3,3,1400,28
"MohakhaliDOHS,Dhaka",4,4,2700,1
"BlockI,BashundharaR-A,Dhaka",4,4,1850,30
"Sector11,Uttara,Dhaka",3,3,1300,25
"Gulshan2,Gulshan,Dhaka",3,4,3800,3
"BlockG,BashundharaR-A,Dhaka",3,2,1550,25
"BlockF,BashundharaR-A,Dhaka",3,3,1650,26
"Sector9,Uttara,Dhaka",3,3,2000,35
"BlockI,BashundharaR-A,Dhaka",2,4,1300,30
"Gulshan2,Gulshan,Dhaka",4,8,4200,3
"Banani,Dhaka",3,4,2800,1.25
"EastGoran,Goran,Khilgaon,Dhaka",2,2,980,9
"Khilgaon,Dhaka",2,2,700,13
"BlockD,BashundharaR-A,Dhaka",4,4,2350,48
"Sector6,Uttara,Dhaka",6,6,4000,1.2
"PCCultureHousing,Mohammadpur,Dhaka",3,2,850,14
"Dhanmondi,Dhaka",4,4,3346,90
"MohakhaliDOHS,Dhaka",2,2,1800,50
"Sector4,Uttara,Dhaka",3,4,1550,45
"Sector11,Uttara,Dhaka",5,6,4000,80
"EastRampura,Rampura,Dhaka",2,2,760,14
"PCCultureHousing,Mohammadpur,Dhaka",2,2,725,16
"MohakhaliDOHS,Dhaka",3,3,2750,1.5
"BlockC,BashundharaR-A,Dhaka",3,3,1700,30
"Goran,Khilgaon,Dhaka",2,2,650,11
"SenparaParbata,Section10,Mirpur,Dhaka",2,2,750,14.5
"SouthBanasreeProject,Banasree,Dhaka",4,4,2201,35
"BlockH,BashundharaR-A,Dhaka",3,3,1200,17
"BlockJ,BashundharaR-A,Dhaka",4,5,2500,35
"BlockB,Banasree,Dhaka",3,2,1150,20
"BlockB,BashundharaR-A,Dhaka",3,3,1975,40
"Sector10,Uttara,Dhaka",3,4,1550,22
"Dhanmondi,Dhaka",3,3,850,25
"NorthPirerbag,Pirerbag,Mirpur,Dhaka",2,2,750,8.5
"BlockB,Banasree,Dhaka",2,2,900,18.5
"BlockC,BashundharaR-A,Dhaka",5,5,4400,1
"BlockH,BashundharaR-A,Dhaka",3,3,1450,26
"Gulshan1,Gulshan,Dhaka",3,3,2000,80
"Gulshan1,Gulshan,Dhaka",3,3,2000,1
"Rajabazar,Tejgaon,Dhaka",3,2,1050,26
"Sector14,Uttara,Dhaka",3,3,1800,28
"Sector4,Uttara,Dhaka",3,3,1875,50
"Gulshan1,Gulshan,Dhaka",21,10,25900,21
"Sector14,Uttara,Dhaka",3,2,1200,20
"Baridhara,Dhaka",2,2,1500,1.15
"Gulshan2,Gulshan,Dhaka",4,4,3500,2.5
"BaridharaDOHS,Dhaka",3,3,1485,75
"Sector14,Uttara,Dhaka",2,2,900,20
"Sector3,Uttara,Dhaka",3,3,1100,28
"Sector11,Uttara,Dhaka",4,4,2200,35
"Uttara,Dhaka",3,3,1800,30
"Gulshan2,Gulshan,Dhaka",3,3,2091,80
"Sector3,Uttara,Dhaka",2,2,1200,45
"EastGoran,Goran,Khilgaon,Dhaka",3,3,1050,15
"Sector11,Uttara,Dhaka",3,3,1350,30
"Banani,Dhaka",4,4,1675,55
"Gulshan1,Gulshan,Dhaka",4,4,2300,70
"Avenue6,MirpurDOHS,Mirpur,Dhaka",3,3,2200,35
"Kathalbagan,Dhaka",3,3,1200,25
"Gulshan2,Gulshan,Dhaka",3,3,2300,80
"Sector3,Uttara,Dhaka",4,4,2300,50
"Sector3,Uttara,Dhaka",3,3,1625,25
"Shyamoli,Dhaka",3,3,1240,19
"BlockK,Baridhara,Dhaka",3,3,2800,1.1
"BlockA,Lalmatia,Dhaka",3,3,1750,45
"BlockC,BashundharaR-A,Dhaka",3,3,1700,30
"BlockI,BashundharaR-A,Dhaka",3,4,1850,60
"Sector10,Uttara,Dhaka",3,4,1550,45
"Pirerbag,Mirpur,Dhaka",3,3,1200,17
"Sector3,Uttara,Dhaka",3,3,1600,35
"Sector3,Uttara,Dhaka",3,3,1550,35
"Sector7,Uttara,Dhaka",3,3,1650,70
"BlockC,AftabNagar,Dhaka",3,4,1700,30
"Sector10,Uttara,Dhaka",3,4,1730,27
"Tilpapara,Khilgaon,Dhaka",3,3,1100,24.5
"Amligola,Lalbagh,Dhaka",2,2,700,12
"MohakhaliDOHS,Dhaka",3,3,2750,1.5
"BlockG,BashundharaR-A,Dhaka",3,3,1550,21
"EastRampura,Rampura,Dhaka",2,1,550,10.5
"Dhanmondi,Dhaka",3,3,2700,90
"BlockI,BashundharaR-A,Dhaka",3,3,1465,25
"Shantinagar,Dhaka",2,1,700,18
"BlockA,BashundharaR-A,Dhaka",3,3,1400,24
"BaitulAmanHousingSociety,Adabor,Dhaka",3,3,1200,21
"BaitulAmanHousingSociety,Adabor,Dhaka",3,3,1200,21
"Banani,Dhaka",3,4,2600,1.2
"Cantonment,Dhaka",3,3,1000,21
"Sector13,Uttara,Dhaka",2,2,900,20
"BlockG,BashundharaR-A,Dhaka",4,4,1650,34.5
"PriyankaCity,Sector12,Uttara,Dhaka",3,4,1300,28
"Sector3,Uttara,Dhaka",3,3,1500,26
"Baridhara,Dhaka",3,3,1700,80
"Baridhara,Dhaka",3,3,1700,80
"BlockB,BashundharaR-A,Dhaka",3,4,2200,67.5
"BlockH,BashundharaR-A,Dhaka",3,3,1450,25
"Sector13,Uttara,Dhaka",2,2,900,20
"BlockB,BashundharaR-A,Dhaka",3,4,1980,30
"Sector13,Uttara,Dhaka",2,2,900,17
"Sector11,Uttara,Dhaka",2,2,900,17
"Baridhara,Dhaka",3,3,1700,80
"BlockA,BashundharaR-A,Dhaka",3,4,1450,60
"Avenue1,MirpurDOHS,Mirpur,Dhaka",2,2,1100,26
"Mohammadpur,Dhaka",2,2,750,15
"Kuril,Dhaka",3,2,1000,16
"UttarBadda,Badda,Dhaka",3,3,1170,17
"MohammadiHousingLTD.,Mohammadpur,Dhaka",3,3,1100,16.5
"Sector10,Uttara,Dhaka",3,3,1500,20
"Shantinagar,Dhaka",2,2,700,21
"DhakaRealEstate,Katashur,Mohammadpur,Dhaka",1,1,500,10
"BlockG,BashundharaR-A,Dhaka",3,3,1400,23
"Sector10,Uttara,Dhaka",3,4,1400,20
"BlockA,BashundharaR-A,Dhaka",3,4,1888,40
"PCCultureHousing,Mohammadpur,Dhaka",2,2,800,16.5
"Sector11,Uttara,Dhaka",3,3,1600,30
"Sector13,Uttara,Dhaka",3,3,1000,20
"BlockD,BashundharaR-A,Dhaka",3,3,1350,40
"BlockB,BashundharaR-A,Dhaka",4,5,2800,70
"Sector12,Uttara,Dhaka",3,3,1550,60
"Sector10,Uttara,Dhaka",3,3,1500,27
"BlockC,BashundharaR-A,Dhaka",3,3,1700,30
"Mohammadpur,Dhaka",3,2,950,24
"MerulBadda,Badda,Dhaka",3,3,1400,25
"MerulBadda,Badda,Dhaka",3,3,1300,25
"Sector14,Uttara,Dhaka",2,2,900,14
"Sector14,Uttara,Dhaka",3,3,1700,30
"Sector11,Uttara,Dhaka",3,3,1500,35
"Baridhara,Dhaka",4,5,6300,4
"Baridhara,Dhaka",4,5,6300,4
"Gulshan1,Gulshan,Dhaka",4,4,2500,2
"Mohammadpur,Dhaka",3,3,2700,60
"Avenue2,MirpurDOHS,Mirpur,Dhaka",4,4,2400,40
"BlockB,NobodoyHousingSociety,Mohammadpur,Dhaka",3,3,1250,18
"Kalabagan,Dhaka",3,4,1600,34
"Sector10,Uttara,Dhaka",3,3,1500,20
"Sector3,Uttara,Dhaka",2,4,2300,50
"Avenue4,MirpurDOHS,Mirpur,Dhaka",3,3,2200,36
"EastRampura,Rampura,Dhaka",2,2,850,15
"BoroMaghbazar,Maghbazar,Dhaka",3,3,1600,30
"Mohammadpur,Dhaka",3,3,1270,16
"EastRampura,Rampura,Dhaka",3,3,1150,18
"Gulshan1,Gulshan,Dhaka",3,3,2000,85
"Shantibag,Malibagh,Dhaka",3,3,1075,25
"MohammadiaHousingSociety,Mohammadpur,Dhaka",3,3,1550,34
"Sector5,Uttara,Dhaka",3,3,1400,30
"Gulshan2,Gulshan,Dhaka",5,6,4300,2.8
"Banani,Dhaka",3,3,2775,1
"Section12,Mirpur,Dhaka",3,3,1600,19
"Nikunja1,Nikunja,Dhaka",5,6,5000,2
"Mohammadpur,Dhaka",3,3,1700,55
"BashundharaR-A,Dhaka",4,4,1800,40
"BashundharaR-A,Dhaka",4,4,1800,40
"Banani,Dhaka",3,3,1900,55
"Banani,Dhaka",3,4,1650,60
"BaitulAmanHousingSociety,Adabor,Dhaka",2,2,850,15
"Mohammadpur,Dhaka",2,1,650,14
"Sector3,Uttara,Dhaka",4,4,2300,50
"BlockI,BashundharaR-A,Dhaka",2,2,800,17
"Rajabazar,Tejgaon,Dhaka",2,3,1000,22
"Agargaon,Dhaka",2,2,700,12
"Shegunbagicha,Dhaka",3,4,1660,35
"BlockD,MansurabadHousingSociety,Adabor,Dhaka",3,3,1200,19
"BlockD,MansurabadHousingSociety,Adabor,Dhaka",3,3,1200,18
"Shyamoli,Dhaka",3,2,1020,19
"BlockG,BashundharaR-A,Dhaka",2,2,800,19
"Gulshan2,Gulshan,Dhaka",4,4,5800,6.5
"BlockJ,BashundharaR-A,Dhaka",4,4,2500,35
"Sector13,Uttara,Dhaka",3,4,2146,55
"Sector11,Uttara,Dhaka",3,3,1400,50
"UttarBadda,Badda,Dhaka",2,2,850,16
"EastGoran,Goran,Khilgaon,Dhaka",2,2,920,11
"Banani,Dhaka",3,3,2150,80
"BaitulAmanHousingSociety,Adabor,Dhaka",2,2,800,16
"Baridhara,Dhaka",3,3,2600,1.8
"Rajabazar,Tejgaon,Dhaka",3,2,1050,26
"BlockC,BashundharaR-A,Dhaka",3,3,1700,30
"BlockD,BashundharaR-A,Dhaka",3,4,2000,35
"BlockC,BashundharaR-A,Dhaka",3,3,1800,32
"Sector10,Uttara,Dhaka",3,4,1500,24
"Sector3,Uttara,Dhaka",3,4,1700,50
"Sector12,Uttara,Dhaka",3,3,1550,60
"Sector13,Uttara,Dhaka",5,6,4350,1.1
"Gulshan1,Gulshan,Dhaka",3,4,1600,40
"Sector4,Uttara,Dhaka",3,4,2300,50
"EastRampura,Rampura,Dhaka",2,2,750,13.5
"BlockF,Banasree,Dhaka",3,3,1250,22
"BlockC,AftabNagar,Dhaka",3,2,1100,15
"Sector9,Uttara,Dhaka",3,2,1000,18
"BlockI,BashundharaR-A,Dhaka",3,4,1500,22
"BlockD,BashundharaR-A,Dhaka",3,3,1325,22
"Gulshan1,Gulshan,Dhaka",3,3,1850,50
"BlockC,BashundharaR-A,Dhaka",4,4,3100,55
"BlockD,BashundharaR-A,Dhaka",3,4,2000,35
"Sector9,Uttara,Dhaka",3,4,2000,35
"DakshinKhan,Dhaka",3,2,1200,15
"UttarBadda,Badda,Dhaka",2,2,850,17
"Sector10,Uttara,Dhaka",3,3,2100,30
"BlockD,BashundharaR-A,Dhaka",3,4,2150,40
"MohammadiaHousingSociety,Mohammadpur,Dhaka",2,2,750,16
"Sector11,Uttara,Dhaka",2,1,500,16
"Lalmatia,Dhaka",4,3,2100,50
"Sector1,Uttara,Dhaka",3,3,1585,32
"Section1,Mirpur,Dhaka",3,2,1100,14
"Namapara,Khilkhet,Dhaka",2,2,950,13
"Mirpur,Dhaka",2,2,600,10
"Dhanmondi,Dhaka",3,3,1300,30
"BlockH,BashundharaR-A,Dhaka",3,3,1400,24
"Sector13,Uttara,Dhaka",4,3,1800,30
"BlockH,BashundharaR-A,Dhaka",3,3,1550,25
"Gulshan2,Gulshan,Dhaka",3,3,2977,1.85
"Sector14,Uttara,Dhaka",3,3,1800,26
"Sector14,Uttara,Dhaka",3,4,1800,26
"Sector14,Uttara,Dhaka",3,4,1800,25
"BlockB,BashundharaR-A,Dhaka",3,4,2200,67.5
"BlockJ,BashundharaR-A,Dhaka",3,3,1250,19
"Banani,Dhaka",3,4,2535,1
"EastBashabo,Bashabo,Dhaka",2,1,550,10
"PCCultureHousing,Mohammadpur,Dhaka",3,2,1100,22
"Shegunbagicha,Dhaka",3,4,1660,35
"Gulshan1,Gulshan,Dhaka",4,4,2500,2
"BlockM,SouthBanasreeProject,Banasree,Dhaka",3,2,1050,17.5
"UttarBadda,Badda,Dhaka",3,3,1100,18
"Avenue2,MirpurDOHS,Mirpur,Dhaka",2,2,1100,27
"Gulshan1,Gulshan,Dhaka",4,4,3244,1.2
"BlockB,Section12,Mirpur,Dhaka",3,3,1400,20
"Baridhara,Dhaka",3,3,1700,80
"Baridhara,Dhaka",3,3,1700,80
"Sector6,Uttara,Dhaka",3,2,1050,25
"ShahidNagar,Lalbagh,Dhaka",3,2,1000,20
"Sector12,Uttara,Dhaka",2,2,900,17
"Sector11,Uttara,Dhaka",2,2,900,18
"Baridhara,Dhaka",3,3,2600,2
"BlockF,BashundharaR-A,Dhaka",3,4,1700,25
"Sector14,Uttara,Dhaka",3,3,1550,26
"BlockK,Baridhara,Dhaka",3,3,2750,1.6
"Gulshan1,Gulshan,Dhaka",4,4,2500,2
"Wari,Sutrapur,Dhaka",2,2,650,18
"BlockB,Section12,Mirpur,Dhaka",3,3,1400,20
"BlockB,Section12,Mirpur,Dhaka",3,3,1600,25
"BlockB,Section12,Mirpur,Dhaka",3,3,1400,20
"BlockB,Section12,Mirpur,Dhaka",3,3,1400,20
"BlockB,Section12,Mirpur,Dhaka",3,3,1600,25
"BlockB,Section12,Mirpur,Dhaka",3,3,1400,20
"BlockB,Section12,Mirpur,Dhaka",3,3,1600,25
"BlockB,Section12,Mirpur,Dhaka",3,3,1400,20
"BlockB,Section12,Mirpur,Dhaka",3,3,1600,25
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",2,1,600,8.5
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",2,1,600,8.5
"Baridhara,Dhaka",3,3,1921,1.4
"MerulBadda,Badda,Dhaka",3,3,1300,27
"BaridharaDOHS,Dhaka",3,4,1400,60
"Eskaton,Dhaka",3,4,2300,50
"Eskaton,Dhaka",3,3,1650,28
"BaridharaDOHS,Dhaka",3,4,1300,50
"Avenue3,MirpurDOHS,Mirpur,Dhaka",3,3,920,65
"BlockJ,Banasree,Dhaka",4,4,1500,25
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,720,14
"MiddlePaikpara,Mirpur,Dhaka",3,2,1003,13
"Gulshan1,Gulshan,Dhaka",3,3,2200,70
"BlockA,RajukUttaraApartmentProject,Sector18,Uttara,Dhaka",3,3,1654,14
"Sector4,Uttara,Dhaka",3,3,2000,45
"BlockG,BashundharaR-A,Dhaka",3,3,1400,25
"Sector10,Uttara,Dhaka",3,4,1400,21
"Lalmatia,Dhaka",3,3,1560,38
"Sector5,Uttara,Dhaka",3,3,1700,40
"Sector5,Uttara,Dhaka",3,3,1700,40
"Baridhara,Dhaka",3,3,1700,80
"Baridhara,Dhaka",3,3,1700,80
"Baridhara,Dhaka",3,3,1700,80
"Sector4,Uttara,Dhaka",4,5,2200,50
"MerulBadda,Badda,Dhaka",3,3,1400,25
"MerulBadda,Badda,Dhaka",3,3,1400,25
"Badda,Dhaka",2,2,1200,16
"Monipuripara,Tejgaon,Dhaka",3,2,1000,24
"Shantibag,Malibagh,Dhaka",2,2,800,18
"BlockH,BashundharaR-A,Dhaka",3,3,1450,23
"BlockA,BashundharaR-A,Dhaka",3,4,1888,40
"Sector9,Uttara,Dhaka",2,2,700,16
"Sector10,Uttara,Dhaka",3,3,1320,20
"Banani,Dhaka",4,4,2600,1.2
"Baridhara,Dhaka",4,4,2800,1.7
"Sector3,Uttara,Dhaka",3,3,1620,40
"BlockC,BashundharaR-A,Dhaka",3,3,1650,28
"Avenue5,BlockC,Section11,Mirpur,Dhaka",3,3,1400,14.5
"Gulbag,Malibagh,Dhaka",3,2,950,19
"BlockG,BashundharaR-A,Dhaka",4,5,3000,90
"BaitulAmanHousingSociety,Adabor,Dhaka",3,3,1200,21
"BaitulAmanHousingSociety,Adabor,Dhaka",3,3,1200,21
"NewMarket,Dhaka",1,1,500,16
"BlockJ,BashundharaR-A,Dhaka",3,3,1300,22
"BlockJ,BashundharaR-A,Dhaka",3,3,1300,22
"BlockJ,BashundharaR-A,Dhaka",3,3,1300,22
"BlockJ,BashundharaR-A,Dhaka",3,3,1300,22
"Modhubag,BoroMaghbazar,Maghbazar,Dhaka",4,3,1400,22
"Sector9,Uttara,Dhaka",3,3,1442,25
"Uttara,Dhaka",3,3,1800,30
"BlockJ,BashundharaR-A,Dhaka",3,3,1300,22
"NorthPirerbag,Pirerbag,Mirpur,Dhaka",3,2,920,15
"Nikunja2,Nikunja,Dhaka",3,3,1500,32
"Sector3,Uttara,Dhaka",3,3,2100,55
"MerulBadda,Badda,Dhaka",3,3,1550,22
"Sector12,Uttara,Dhaka",2,2,850,16
"Sector13,Uttara,Dhaka",2,2,850,17
"PCCultureHousing,Mohammadpur,Dhaka",2,2,750,20
"SenparaParbata,Section10,Mirpur,Dhaka",4,3,1250,18
"Gulshan2,Gulshan,Dhaka",3,3,2320,70
"BlockD,BashundharaR-A,Dhaka",4,4,1850,35
"Sector6,Uttara,Dhaka",3,3,2300,50
"UttarBadda,Badda,Dhaka",3,2,1100,18.5
"Gulshan1,Gulshan,Dhaka",3,3,2300,90
"BlockA,MohanagarHousing,WestRampura,Rampura,Dhaka",3,4,1700,30
"Gulshan1,Gulshan,Dhaka",4,4,2500,2
"BlockD,BashundharaR-A,Dhaka",3,3,1400,28
"BlockG,BashundharaR-A,Dhaka",3,3,1500,52.5
"BlockA,BashundharaR-A,Dhaka",3,4,1888,40
"Avenue5,BlockC,Section11,Mirpur,Dhaka",3,3,1200,16
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",3,3,1245,20
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",3,3,1300,20
"Mirpur,Dhaka",2,2,800,10
"BlockF,BashundharaR-A,Dhaka",4,4,2300,55
"Banani,Dhaka",3,3,2000,50
"UttarBadda,Badda,Dhaka",2,2,700,18
"Sector3,Uttara,Dhaka",3,3,1500,50
"Shantinagar,Dhaka",2,2,700,21
"Banani,Dhaka",3,4,1500,60
"BlockB,BashundharaR-A,Dhaka",3,4,2300,67.5
"Gulshan2,Gulshan,Dhaka",3,3,2000,75
"Sector3,Uttara,Dhaka",5,6,3500,1.2
"BlockJ,BashundharaR-A,Dhaka",3,3,1300,22
"Gulshan1,Gulshan,Dhaka",3,4,2800,1.1
"BlockB,NobodoyHousingSociety,Mohammadpur,Dhaka",3,2,1050,16
"BlockJ,BashundharaR-A,Dhaka",3,3,1300,22
"BlockJ,BashundharaR-A,Dhaka",3,3,1300,22
"BlockJ,BashundharaR-A,Dhaka",3,3,1300,22
"BlockJ,BashundharaR-A,Dhaka",3,3,1300,22
"BlockJ,BashundharaR-A,Dhaka",3,3,1300,22
"Sector12,Uttara,Dhaka",3,3,1800,25
"Rampura,Dhaka",2,2,780,14
"BlockG,BashundharaR-A,Dhaka",3,3,1550,30
"Sector13,Uttara,Dhaka",3,3,1650,55
"Gulshan1,Gulshan,Dhaka",4,4,3950,1.7
"Banani,Dhaka",3,4,2200,1.1
"Sector10,Uttara,Dhaka",3,3,1500,21
"Sector10,Uttara,Dhaka",3,4,1380,21
"Baridhara,Dhaka",3,3,2300,1.5
"BlockJ,BashundharaR-A,Dhaka",4,4,2000,40
"Avenue8,MirpurDOHS,Mirpur,Dhaka",3,4,2200,45
"Sector12,Uttara,Dhaka",2,2,900,18.2
"Banani,Dhaka",3,4,2100,65
"Gawair,DakshinKhan,Dhaka",2,2,750,10
"Hazaribag,Dhaka",3,4,1000,22
"Kafrul,Dhaka",2,2,750,13
"Sector10,Uttara,Dhaka",3,3,1400,21
"BlockB,BashundharaR-A,Dhaka",3,3,1700,30
"Sector12,Uttara,Dhaka",2,2,900,18
"BlockC,BashundharaR-A,Dhaka",4,5,2520,67.5
"Maghbazar,Dhaka",2,2,850,17
"Gulshan1,Gulshan,Dhaka",4,4,4680,2
"Tolarbag,Section1,Mirpur,Dhaka",2,2,700,12
"Sector10,Uttara,Dhaka",3,3,1160,17
"Pallabi,Mirpur,Dhaka",3,3,1350,20
"BlockJ,BashundharaR-A,Dhaka",4,4,2275,40
"BlockA,BashundharaR-A,Dhaka",4,5,3600,80
"Dhanmondi,Dhaka",3,3,1660,40
"PCCultureHousing,Mohammadpur,Dhaka",3,3,1600,20
"BlockA,MohanagarHousing,WestRampura,Rampura,Dhaka",3,4,1700,30
"Sector13,Uttara,Dhaka",4,5,3000,70
"BlockB,BashundharaR-A,Dhaka",3,4,2500,52
"Baridhara,Dhaka",6,8,7000,7.5
"Banani,Dhaka",3,4,1703,50
"Gulshan1,Gulshan,Dhaka",4,3,2500,2
"Jigatola,Hazaribag,Dhaka",3,3,1250,30
"Pirerbag,Mirpur,Dhaka",2,2,1050,13
"Shantibag,Malibagh,Dhaka",2,2,750,15
"BlockG,BashundharaR-A,Dhaka",3,4,1850,25
"BaitulAmanHousingSociety,Adabor,Dhaka",3,3,1550,30
"Baridhara,Dhaka",4,4,2580,1.4
"Gulshan1,Gulshan,Dhaka",4,3,2500,75
"Pirerbag,Mirpur,Dhaka",2,2,1050,13
"RKMissionRoad,Gopibag,Motijheel,Dhaka",2,2,800,15
"Sector10,Uttara,Dhaka",2,2,800,17.48
"BlockA,BashundharaR-A,Dhaka",3,3,2100,45
"BlockC,BashundharaR-A,Dhaka",3,4,1950,28
"Baridhara,Dhaka",3,3,2300,75
"Gulshan1,Gulshan,Dhaka",3,3,2600,90
"Sector13,Uttara,Dhaka",2,2,900,17
"Gulshan1,Gulshan,Dhaka",4,3,2500,2
"Pirerbag,Mirpur,Dhaka",2,2,850,11
"BlockC,BashundharaR-A,Dhaka",3,4,1810,27
"SenparaParbata,Section10,Mirpur,Dhaka",2,2,900,13
"BlockA,NobodoyHousingSociety,Mohammadpur,Dhaka",3,2,1100,17
"BlockG,BashundharaR-A,Dhaka",3,3,1500,25
"Kalabagan,Dhaka",3,4,1375,32
"Sector5,Uttara,Dhaka",3,3,1150,23
"Sector13,Uttara,Dhaka",2,2,900,17
"Sector13,Uttara,Dhaka",2,2,900,18
"Sector13,Uttara,Dhaka",2,2,900,18
